j1_angle,j2_angle,j3_angle,motor_temperature,torque_nm,current_amp,status,created_at
-20.38,43.28,12.12,43.29,21.37,3.98,OPERATIONAL,2026-05-23T18:17:30.928352
-23.17,42.76,13.74,43.4,21.29,4.02,OPERATIONAL,2026-05-23T18:17:32.928352
-25.91,42.16,15.32,43.54,21.43,3.96,OPERATIONAL,2026-05-23T18:17:34.928352
-28.58,41.5,16.83,43.59,22.47,4.38,OPERATIONAL,2026-05-23T18:17:36.928352
-31.18,40.77,18.29,43.74,21.11,4.13,OPERATIONAL,2026-05-23T18:17:38.928352
-33.7,39.97,19.69,43.79,21.97,4.06,OPERATIONAL,2026-05-23T18:17:40.928352
-36.14,39.11,21.01,43.91,23.87,4.58,OPERATIONAL,2026-05-23T18:17:42.928352
-38.49,38.19,22.25,43.96,22.38,4.28,OPERATIONAL,2026-05-23T18:17:44.928352
-40.74,37.21,23.42,44.1,23.12,4.3,OPERATIONAL,2026-05-23T18:17:46.928352
-42.89,36.17,24.5,44.16,21.75,4.18,OPERATIONAL,2026-05-23T18:17:48.928352
-44.94,35.07,25.5,44.25,23.35,4.57,OPERATIONAL,2026-05-23T18:17:50.928352
-46.87,33.91,26.4,44.36,21.87,4.27,OPERATIONAL,2026-05-23T18:17:52.928352
-48.68,32.7,27.21,44.44,21.39,4.11,OPERATIONAL,2026-05-23T18:17:54.928352
-50.37,31.44,27.91,44.54,22.05,4.07,OPERATIONAL,2026-05-23T18:17:56.928352
-51.94,30.13,28.52,44.69,22.85,4.22,OPERATIONAL,2026-05-23T18:17:58.928352
-53.38,28.77,29.03,44.76,20.97,4.04,OPERATIONAL,2026-05-23T18:18:00.928352
-54.68,27.36,29.43,44.64,20.49,3.79,OPERATIONAL,2026-05-23T18:18:02.928352
-55.85,25.91,29.73,44.75,21.9,4.22,OPERATIONAL,2026-05-23T18:18:04.928352
-56.87,24.42,29.92,78.8,12.68,2.48,WARNING,2026-05-23T18:18:06.928352
-57.76,22.89,30.0,44.65,19.67,3.94,OPERATIONAL,2026-05-23T18:18:08.928352
-58.5,21.32,29.97,44.54,18.3,3.45,OPERATIONAL,2026-05-23T18:18:10.928352
-59.09,19.72,29.83,44.46,19.1,3.72,OPERATIONAL,2026-05-23T18:18:12.928352
-59.54,18.09,29.59,44.39,17.57,3.4,OPERATIONAL,2026-05-23T18:18:14.928352
-59.83,16.42,29.24,44.32,15.11,2.94,OPERATIONAL,2026-05-23T18:18:16.928352
-59.98,14.74,28.79,44.25,16.22,3.24,OPERATIONAL,2026-05-23T18:18:18.928352
-59.98,13.02,28.23,44.14,15.17,3.11,OPERATIONAL,2026-05-23T18:18:20.928352
-59.83,11.29,27.57,44.05,15.03,2.82,OPERATIONAL,2026-05-23T18:18:22.928352
-59.53,9.54,26.81,43.97,13.66,2.64,OPERATIONAL,2026-05-23T18:18:24.928352
-59.08,7.77,25.96,43.88,13.49,2.79,OPERATIONAL,2026-05-23T18:18:26.928352
-58.48,5.99,25.01,43.83,12.39,2.61,OPERATIONAL,2026-05-23T18:18:28.928352
-57.73,4.21,23.97,43.72,12.29,2.5,OPERATIONAL,2026-05-23T18:18:30.928352
-56.85,2.41,22.85,43.65,11.33,2.38,OPERATIONAL,2026-05-23T18:18:32.928352
-55.82,0.61,21.64,43.59,8.3,1.75,OPERATIONAL,2026-05-23T18:18:34.928352
-54.65,-1.19,20.36,43.51,9.1,1.95,OPERATIONAL,2026-05-23T18:18:36.928352
-53.34,-2.99,19.0,43.41,8.59,1.84,OPERATIONAL,2026-05-23T18:18:38.928352
-51.9,-4.78,17.57,43.3,7.64,1.77,OPERATIONAL,2026-05-23T18:18:40.928352
-50.33,-6.56,16.08,43.23,6.45,1.26,OPERATIONAL,2026-05-23T18:18:42.928352
-48.63,-8.34,14.54,43.14,8.06,1.65,OPERATIONAL,2026-05-23T18:18:44.928352
-46.82,-10.1,12.94,43.08,5.97,1.32,OPERATIONAL,2026-05-23T18:18:46.928352
-44.88,-11.85,11.29,42.97,5.68,1.34,OPERATIONAL,2026-05-23T18:18:48.928352
-42.84,-13.57,9.6,42.91,8.25,1.77,OPERATIONAL,2026-05-23T18:18:50.928352
-40.68,-15.28,7.88,42.81,6.83,1.46,OPERATIONAL,2026-05-23T18:18:52.928352
-38.43,-16.96,6.13,42.72,6.11,1.42,OPERATIONAL,2026-05-23T18:18:54.928352
-36.08,-18.61,4.36,42.64,7.68,1.68,OPERATIONAL,2026-05-23T18:18:56.928352
-33.64,-20.23,2.57,42.57,7.25,1.54,OPERATIONAL,2026-05-23T18:18:58.928352
-31.11,-21.83,0.77,42.51,8.29,1.77,OPERATIONAL,2026-05-23T18:19:00.928352
-28.51,-23.38,-1.03,42.45,7.39,1.66,OPERATIONAL,2026-05-23T18:19:02.928352
-25.83,-24.9,-2.82,42.37,8.92,1.72,OPERATIONAL,2026-05-23T18:19:04.928352
-23.09,-26.38,-4.61,42.44,10.29,2.18,OPERATIONAL,2026-05-23T18:19:06.928352
-20.3,-27.82,-6.38,42.36,8.73,1.91,OPERATIONAL,2026-05-23T18:19:08.928352
-17.45,-29.21,-8.12,42.51,10.7,2.25,OPERATIONAL,2026-05-23T18:19:10.928352
-14.56,-30.55,-9.84,42.6,11.2,2.16,OPERATIONAL,2026-05-23T18:19:12.928352
-11.63,-31.85,-11.52,81.69,11.38,2.29,WARNING,2026-05-23T18:19:14.928352
-8.68,-33.1,-13.16,42.73,11.41,2.31,OPERATIONAL,2026-05-23T18:19:16.928352
-5.7,-34.29,-14.75,42.78,14.76,3.03,OPERATIONAL,2026-05-23T18:19:18.928352
-2.71,-35.43,-16.29,42.88,15.78,2.97,OPERATIONAL,2026-05-23T18:19:20.928352
0.29,-36.51,-17.78,42.95,14.26,2.96,OPERATIONAL,2026-05-23T18:19:22.928352
0.329,-3.753,-1.9190000000000003,52.83,36.32,7.68,FAILURE,2026-05-23T18:19:24.928352
6.28,-38.49,-20.54,43.07,17.22,3.35,OPERATIONAL,2026-05-23T18:19:26.928352
9.26,-39.4,-21.81,43.14,16.98,3.44,OPERATIONAL,2026-05-23T18:19:28.928352
12.21,-40.23,-23.01,43.27,18.98,3.54,OPERATIONAL,2026-05-23T18:19:30.928352
15.13,-41.01,-24.12,43.34,19.26,3.69,OPERATIONAL,2026-05-23T18:19:32.928352
18.01,-41.72,-25.15,43.45,20.02,3.95,OPERATIONAL,2026-05-23T18:19:34.928352
20.85,-42.36,-26.08,43.59,19.41,3.84,OPERATIONAL,2026-05-23T18:19:36.928352
23.63,-42.93,-26.93,43.64,20.99,4.02,OPERATIONAL,2026-05-23T18:19:38.928352
26.36,-43.44,-27.67,90.65,12.56,2.45,WARNING,2026-05-23T18:19:40.928352
29.02,-43.87,-28.32,43.69,20.7,3.85,OPERATIONAL,2026-05-23T18:19:42.928352
31.61,-44.24,-28.86,43.82,22.33,4.39,OPERATIONAL,2026-05-23T18:19:44.928352
34.12,-44.53,-29.3,43.88,23.12,4.56,OPERATIONAL,2026-05-23T18:19:46.928352
36.54,-44.75,-29.63,43.96,22.25,4.2,OPERATIONAL,2026-05-23T18:19:48.928352
38.88,-44.91,-29.86,44.06,23.34,4.36,OPERATIONAL,2026-05-23T18:19:50.928352
41.11,-44.99,-29.98,44.16,23.79,4.4,OPERATIONAL,2026-05-23T18:19:52.928352
43.25,-44.99,-29.99,44.22,23.21,4.57,OPERATIONAL,2026-05-23T18:19:54.928352
45.27,-44.93,-29.9,44.35,23.24,4.45,OPERATIONAL,2026-05-23T18:19:56.928352
47.18,-44.79,-29.69,44.46,23.64,4.38,OPERATIONAL,2026-05-23T18:19:58.928352
48.97,-44.59,-29.38,44.59,22.91,4.26,OPERATIONAL,2026-05-23T18:20:00.928352
50.65,-44.31,-28.97,44.68,21.66,4.02,OPERATIONAL,2026-05-23T18:20:02.928352
52.19,-43.96,-28.44,44.68,10.2,12.17,FAILURE,2026-05-23T18:20:04.928352
53.6,-43.54,-27.82,44.8,22.91,4.27,OPERATIONAL,2026-05-23T18:20:06.928352
54.88,-43.05,-27.1,44.93,22.32,4.27,OPERATIONAL,2026-05-23T18:20:08.928352
56.03,-42.49,-26.28,44.87,20.09,3.96,OPERATIONAL,2026-05-23T18:20:10.928352
57.03,-41.86,-25.36,44.78,19.71,3.92,OPERATIONAL,2026-05-23T18:20:12.928352
57.89,-41.17,-24.36,44.7,19.25,3.85,OPERATIONAL,2026-05-23T18:20:14.928352
58.61,-40.41,-23.26,44.65,17.96,3.47,OPERATIONAL,2026-05-23T18:20:16.928352
59.18,-39.59,-22.09,80.78,11.38,2.18,WARNING,2026-05-23T18:20:18.928352
59.6,-38.7,-20.83,44.6,15.44,3.09,OPERATIONAL,2026-05-23T18:20:20.928352
59.87,-37.75,-19.5,44.53,15.6,3.02,OPERATIONAL,2026-05-23T18:20:22.928352
59.99,-36.74,-18.09,44.43,15.22,3.01,OPERATIONAL,2026-05-23T18:20:24.928352
59.97,-35.67,-16.63,44.34,15.27,2.91,OPERATIONAL,2026-05-23T18:20:26.928352
59.79,-34.55,-15.1,44.24,14.97,2.88,OPERATIONAL,2026-05-23T18:20:28.928352
59.46,-33.36,-13.52,44.18,11.95,2.4,OPERATIONAL,2026-05-23T18:20:30.928352
58.99,-32.13,-11.89,44.09,11.81,2.41,OPERATIONAL,2026-05-23T18:20:32.928352
58.36,-30.84,-10.21,44.0,9.96,1.93,OPERATIONAL,2026-05-23T18:20:34.928352
57.6,-29.51,-8.5,44.0,10.07,14.1,FAILURE,2026-05-23T18:20:36.928352
56.68,-28.13,-6.76,43.95,11.09,2.11,OPERATIONAL,2026-05-23T18:20:38.928352
55.63,-26.7,-5.0,43.87,8.5,1.81,OPERATIONAL,2026-05-23T18:20:40.928352
54.44,-25.23,-3.22,43.77,8.38,1.66,OPERATIONAL,2026-05-23T18:20:42.928352
53.11,-23.72,-1.42,43.67,7.27,1.69,OPERATIONAL,2026-05-23T18:20:44.928352
51.64,-22.17,0.38,43.6,6.56,1.51,OPERATIONAL,2026-05-23T18:20:46.928352
50.05,-20.59,2.18,43.6,9.09,13.8,FAILURE,2026-05-23T18:20:48.928352
48.34,-18.97,3.97,43.53,8.16,1.6,OPERATIONAL,2026-05-23T18:20:50.928352
46.5,-17.32,5.74,43.53,10.32,11.73,FAILURE,2026-05-23T18:20:52.928352
44.55,-15.65,7.5,43.48,7.16,1.44,OPERATIONAL,2026-05-23T18:20:54.928352
42.48,-13.95,9.23,43.41,7.91,1.61,OPERATIONAL,2026-05-23T18:20:56.928352
40.31,-12.23,10.92,43.31,5.69,1.35,OPERATIONAL,2026-05-23T18:20:58.928352
38.04,-10.49,12.58,43.2,6.9,1.45,OPERATIONAL,2026-05-23T18:21:00.928352
35.67,-8.73,14.19,43.1,7.48,1.62,OPERATIONAL,2026-05-23T18:21:02.928352
33.22,-6.96,15.75,43.05,7.88,1.58,OPERATIONAL,2026-05-23T18:21:04.928352
30.68,-5.17,17.25,88.46,11.46,2.33,WARNING,2026-05-23T18:21:06.928352
28.06,-3.38,18.69,42.96,9.66,1.85,OPERATIONAL,2026-05-23T18:21:08.928352
25.38,-1.58,20.06,42.88,8.58,1.65,OPERATIONAL,2026-05-23T18:21:10.928352
22.63,0.22,21.37,42.79,7.94,1.76,OPERATIONAL,2026-05-23T18:21:12.928352
19.82,2.02,22.59,86.95,12.0,2.36,WARNING,2026-05-23T18:21:14.928352
16.97,3.81,23.73,42.86,11.65,2.38,OPERATIONAL,2026-05-23T18:21:16.928352
14.07,5.6,24.79,42.75,10.0,2.15,OPERATIONAL,2026-05-23T18:21:18.928352
11.14,7.38,25.76,42.84,12.66,2.47,OPERATIONAL,2026-05-23T18:21:20.928352
8.18,9.15,26.63,42.9,13.31,2.77,OPERATIONAL,2026-05-23T18:21:22.928352
5.2,10.91,27.41,42.97,14.49,2.74,OPERATIONAL,2026-05-23T18:21:24.928352
2.2,12.64,28.1,43.07,13.25,2.61,OPERATIONAL,2026-05-23T18:21:26.928352
-0.8,14.36,28.68,43.17,16.28,3.32,OPERATIONAL,2026-05-23T18:21:28.928352
-3.79,16.05,29.15,43.29,14.51,2.81,OPERATIONAL,2026-05-23T18:21:30.928352
-6.78,17.72,29.52,43.41,17.35,3.3,OPERATIONAL,2026-05-23T18:21:32.928352
-9.75,19.36,29.79,43.52,18.76,3.73,OPERATIONAL,2026-05-23T18:21:34.928352
-12.7,20.97,29.95,43.65,19.3,3.76,OPERATIONAL,2026-05-23T18:21:36.928352
-15.62,22.55,30.0,43.75,18.04,3.42,OPERATIONAL,2026-05-23T18:21:38.928352
-18.49,24.09,29.94,43.8,18.22,3.63,OPERATIONAL,2026-05-23T18:21:40.928352
-21.32,25.59,29.78,43.93,20.77,3.89,OPERATIONAL,2026-05-23T18:21:42.928352
-24.1,27.05,29.51,44.01,20.04,4.01,OPERATIONAL,2026-05-23T18:21:44.928352
-26.81,28.46,29.13,44.12,21.2,3.97,OPERATIONAL,2026-05-23T18:21:46.928352
-29.46,29.83,28.64,44.2,20.73,3.94,OPERATIONAL,2026-05-23T18:21:48.928352
-32.04,31.16,28.06,44.34,23.06,4.33,OPERATIONAL,2026-05-23T18:21:50.928352
-34.53,32.43,27.37,44.42,23.18,4.46,OPERATIONAL,2026-05-23T18:21:52.928352
-36.94,33.65,26.58,44.51,22.21,4.13,OPERATIONAL,2026-05-23T18:21:54.928352
-39.26,34.82,25.7,44.64,23.4,4.35,OPERATIONAL,2026-05-23T18:21:56.928352
-41.48,35.93,24.73,44.78,23.5,4.53,OPERATIONAL,2026-05-23T18:21:58.928352
-43.59,36.99,23.67,44.9,21.7,4.06,OPERATIONAL,2026-05-23T18:22:00.928352
-45.6,37.98,22.52,44.98,23.19,4.54,OPERATIONAL,2026-05-23T18:22:02.928352
-47.49,38.92,21.29,45.07,23.77,4.67,OPERATIONAL,2026-05-23T18:22:04.928352
-49.26,39.79,19.98,45.15,23.36,4.33,OPERATIONAL,2026-05-23T18:22:06.928352
-50.91,40.6,18.61,45.05,21.63,4.13,OPERATIONAL,2026-05-23T18:22:08.928352
-52.44,41.34,17.16,44.95,21.74,4.12,OPERATIONAL,2026-05-23T18:22:10.928352
-53.83,42.02,15.66,44.85,20.82,3.85,OPERATIONAL,2026-05-23T18:22:12.928352
-55.09,42.63,14.09,92.3,12.94,2.49,WARNING,2026-05-23T18:22:14.928352
-56.21,43.17,12.48,44.78,21.07,3.9,OPERATIONAL,2026-05-23T18:22:16.928352
-57.19,43.65,10.82,44.67,18.47,3.57,OPERATIONAL,2026-05-23T18:22:18.928352
-58.02,44.05,9.12,44.6,17.57,3.54,OPERATIONAL,2026-05-23T18:22:20.928352
-58.71,44.38,7.39,44.54,18.79,3.64,OPERATIONAL,2026-05-23T18:22:22.928352
-59.26,44.64,5.64,44.46,17.03,3.29,OPERATIONAL,2026-05-23T18:22:24.928352
-59.65,44.83,3.86,44.34,17.53,3.48,OPERATIONAL,2026-05-23T18:22:26.928352
-59.9,44.95,2.07,44.28,16.68,3.26,OPERATIONAL,2026-05-23T18:22:28.928352
-60.0,45.0,0.27,44.21,13.98,2.71,OPERATIONAL,2026-05-23T18:22:30.928352
-59.95,44.97,-1.53,44.13,15.05,2.89,OPERATIONAL,2026-05-23T18:22:32.928352
-59.74,44.88,-3.32,44.05,14.45,2.97,OPERATIONAL,2026-05-23T18:22:34.928352
-59.39,44.71,-5.1,43.99,12.54,2.63,OPERATIONAL,2026-05-23T18:22:36.928352
-58.89,44.47,-6.87,43.93,11.73,2.51,OPERATIONAL,2026-05-23T18:22:38.928352
-58.24,44.16,-8.61,43.84,12.58,2.43,OPERATIONAL,2026-05-23T18:22:40.928352
-57.45,43.77,-10.31,43.76,11.68,2.21,OPERATIONAL,2026-05-23T18:22:42.928352
-56.52,43.32,-11.99,43.65,10.89,2.08,OPERATIONAL,2026-05-23T18:22:44.928352
-55.44,42.8,-13.61,43.54,10.79,2.24,OPERATIONAL,2026-05-23T18:22:46.928352
-54.22,42.21,-15.19,43.47,8.74,1.83,OPERATIONAL,2026-05-23T18:22:48.928352
-52.87,41.55,-16.72,43.36,7.38,1.49,OPERATIONAL,2026-05-23T18:22:50.928352
-51.39,40.83,-18.18,43.25,8.35,1.69,OPERATIONAL,2026-05-23T18:22:52.928352
-49.77,40.04,-19.58,43.14,6.82,1.47,OPERATIONAL,2026-05-23T18:22:54.928352
-48.04,39.19,-20.91,43.03,6.35,1.33,OPERATIONAL,2026-05-23T18:22:56.928352
-46.18,38.27,-22.16,42.95,8.25,1.86,OPERATIONAL,2026-05-23T18:22:58.928352
-4.421,3.729,-2.3329999999999997,48.0,46.27,9.12,FAILURE,2026-05-23T18:23:00.928352
-42.12,36.25,-24.42,42.85,6.27,1.34,OPERATIONAL,2026-05-23T18:23:02.928352
-39.94,35.16,-25.42,79.72,11.55,2.29,WARNING,2026-05-23T18:23:04.928352
-37.65,34.01,-26.33,42.74,7.31,1.62,OPERATIONAL,2026-05-23T18:23:06.928352
-35.27,32.8,-27.15,42.63,8.62,1.9,OPERATIONAL,2026-05-23T18:23:08.928352
-32.8,31.55,-27.86,42.54,8.0,1.55,OPERATIONAL,2026-05-23T18:23:10.928352
-30.24,30.24,-28.48,42.45,7.45,1.63,OPERATIONAL,2026-05-23T18:23:12.928352
-27.62,28.88,-28.99,42.34,8.45,1.65,OPERATIONAL,2026-05-23T18:23:14.928352
-24.92,27.48,-29.4,42.46,9.85,2.14,OPERATIONAL,2026-05-23T18:23:16.928352
-22.16,26.03,-29.71,42.37,8.95,1.96,OPERATIONAL,2026-05-23T18:23:18.928352
-19.35,24.54,-29.9,42.42,10.56,2.1,OPERATIONAL,2026-05-23T18:23:20.928352
-16.48,23.01,-29.99,42.55,10.53,2.1,OPERATIONAL,2026-05-23T18:23:22.928352
-13.58,21.45,-29.98,42.61,12.14,2.46,OPERATIONAL,2026-05-23T18:23:24.928352
-10.64,19.85,-29.85,42.7,12.58,2.55,OPERATIONAL,2026-05-23T18:23:26.928352
-7.68,18.22,-29.62,42.78,12.45,2.49,OPERATIONAL,2026-05-23T18:23:28.928352
-4.69,16.56,-29.28,42.78,9.39,11.72,FAILURE,2026-05-23T18:23:30.928352
-1.7,14.87,-28.83,42.91,14.38,2.93,OPERATIONAL,2026-05-23T18:23:32.928352
1.3,13.16,-28.28,43.02,14.91,2.8,OPERATIONAL,2026-05-23T18:23:34.928352
4.3,11.43,-27.63,43.14,15.23,3.08,OPERATIONAL,2026-05-23T18:23:36.928352
7.28,9.68,-26.88,87.44,11.34,2.31,WARNING,2026-05-23T18:23:38.928352
10.25,7.91,-26.03,43.2,18.59,3.66,OPERATIONAL,2026-05-23T18:23:40.928352
13.19,6.14,-25.09,43.32,19.42,3.89,OPERATIONAL,2026-05-23T18:23:42.928352
16.1,4.35,-24.06,43.38,19.62,3.69,OPERATIONAL,2026-05-23T18:23:44.928352
18.97,2.55,-22.94,43.52,19.76,3.67,OPERATIONAL,2026-05-23T18:23:46.928352
21.79,0.76,-21.74,43.57,19.91,3.75,OPERATIONAL,2026-05-23T18:23:48.928352
24.56,-1.04,-20.46,43.64,20.25,3.9,OPERATIONAL,2026-05-23T18:23:50.928352
27.26,-2.84,-19.11,87.41,12.8,2.49,WARNING,2026-05-23T18:23:52.928352
29.9,-4.64,-17.69,43.77,22.56,4.42,OPERATIONAL,2026-05-23T18:23:54.928352
32.46,-6.42,-16.2,43.86,20.89,3.99,OPERATIONAL,2026-05-23T18:23:56.928352
34.95,-8.2,-14.66,43.99,21.81,4.27,OPERATIONAL,2026-05-23T18:23:58.928352
37.34,-9.96,-13.07,44.08,21.58,4.03,OPERATIONAL,2026-05-23T18:24:00.928352
39.64,-11.71,-11.42,44.22,22.14,4.17,OPERATIONAL,2026-05-23T18:24:02.928352
41.84,-13.44,-9.74,44.35,22.74,4.26,OPERATIONAL,2026-05-23T18:24:04.928352
43.94,-15.14,-8.02,44.5,22.57,4.41,OPERATIONAL,2026-05-23T18:24:06.928352
45.93,-16.83,-6.27,44.5,9.38,11.03,FAILURE,2026-05-23T18:24:08.928352
47.8,-18.48,-4.5,44.62,22.93,4.27,OPERATIONAL,2026-05-23T18:24:10.928352
49.55,-20.11,-2.71,44.76,21.93,4.19,OPERATIONAL,2026-05-23T18:24:12.928352
51.18,-21.7,-0.92,44.9,20.64,4.04,OPERATIONAL,2026-05-23T18:24:14.928352
52.68,-23.26,0.88,44.95,23.18,4.5,OPERATIONAL,2026-05-23T18:24:16.928352
54.05,-24.78,2.68,44.87,20.28,3.94,OPERATIONAL,2026-05-23T18:24:18.928352
55.28,-26.26,4.47,44.79,21.01,3.94,OPERATIONAL,2026-05-23T18:24:20.928352
56.38,-27.7,6.24,44.71,19.24,3.62,OPERATIONAL,2026-05-23T18:24:22.928352
57.34,-29.1,7.98,44.65,18.5,3.44,OPERATIONAL,2026-05-23T18:24:24.928352
58.15,-30.45,9.7,44.58,18.75,3.48,OPERATIONAL,2026-05-23T18:24:26.928352
58.81,-31.75,11.39,44.49,18.0,3.41,OPERATIONAL,2026-05-23T18:24:28.928352
59.33,-33.0,13.03,44.42,15.89,3.19,OPERATIONAL,2026-05-23T18:24:30.928352
59.71,-34.2,14.63,44.3,15.95,2.99,OPERATIONAL,2026-05-23T18:24:32.928352
59.93,-35.34,16.17,44.21,15.4,2.96,OPERATIONAL,2026-05-23T18:24:34.928352
60.0,-36.42,17.66,44.14,14.84,3.05,OPERATIONAL,2026-05-23T18:24:36.928352
59.92,-37.45,19.08,44.03,14.06,2.87,OPERATIONAL,2026-05-23T18:24:38.928352
5.969,-3.8420000000000005,2.044,51.96,37.59,9.75,FAILURE,2026-05-23T18:24:40.928352
59.32,-39.33,21.72,43.94,11.69,2.22,OPERATIONAL,2026-05-23T18:24:42.928352
58.79,-40.17,22.92,43.87,13.11,2.71,OPERATIONAL,2026-05-23T18:24:44.928352
58.12,-40.95,24.04,43.76,11.63,2.34,OPERATIONAL,2026-05-23T18:24:46.928352
57.3,-41.66,25.07,43.66,11.73,2.22,OPERATIONAL,2026-05-23T18:24:48.928352
56.34,-42.31,26.01,43.59,8.97,1.76,OPERATIONAL,2026-05-23T18:24:50.928352
55.24,-42.89,26.86,43.53,8.79,1.95,OPERATIONAL,2026-05-23T18:24:52.928352
54.0,-43.4,27.62,43.44,9.5,1.96,OPERATIONAL,2026-05-23T18:24:54.928352
52.63,-43.84,28.27,43.38,8.4,1.69,OPERATIONAL,2026-05-23T18:24:56.928352
51.12,-44.21,28.82,43.32,8.31,1.66,OPERATIONAL,2026-05-23T18:24:58.928352
49.49,-44.51,29.27,43.22,7.48,1.62,OPERATIONAL,2026-05-23T18:25:00.928352
47.73,-44.74,29.61,43.1,8.68,1.91,OPERATIONAL,2026-05-23T18:25:02.928352
45.86,-44.9,29.85,43.0,6.04,1.3,OPERATIONAL,2026-05-23T18:25:04.928352
43.86,-44.98,29.97,42.9,7.22,1.66,OPERATIONAL,2026-05-23T18:25:06.928352
41.76,-45.0,29.99,42.82,6.58,1.46,OPERATIONAL,2026-05-23T18:25:08.928352
39.56,-44.94,29.91,42.75,7.29,1.67,OPERATIONAL,2026-05-23T18:25:10.928352
37.25,-44.81,29.71,92.94,11.79,2.4,WARNING,2026-05-23T18:25:12.928352
34.86,-44.61,29.41,42.65,6.4,1.53,OPERATIONAL,2026-05-23T18:25:14.928352
32.37,-44.33,29.0,88.82,12.71,2.53,WARNING,2026-05-23T18:25:16.928352
29.81,-43.99,28.49,42.6,7.57,1.57,OPERATIONAL,2026-05-23T18:25:18.928352
27.17,-43.57,27.88,42.49,8.16,1.6,OPERATIONAL,2026-05-23T18:25:20.928352
24.46,-43.09,27.16,42.38,7.58,1.72,OPERATIONAL,2026-05-23T18:25:22.928352
21.69,-42.54,26.35,42.32,8.14,1.65,OPERATIONAL,2026-05-23T18:25:24.928352
18.87,-41.92,25.44,42.41,9.85,2.02,OPERATIONAL,2026-05-23T18:25:26.928352
16.0,-41.23,24.44,42.33,9.55,1.92,OPERATIONAL,2026-05-23T18:25:28.928352
13.09,-40.47,23.35,42.4,12.67,2.63,OPERATIONAL,2026-05-23T18:25:30.928352
10.14,-39.65,22.18,42.54,10.94,2.33,OPERATIONAL,2026-05-23T18:25:32.928352
7.18,-38.77,20.93,42.62,12.23,2.4,OPERATIONAL,2026-05-23T18:25:34.928352
4.19,-37.83,19.6,42.69,14.09,2.9,OPERATIONAL,2026-05-23T18:25:36.928352
1.19,-36.82,18.21,42.74,15.82,3.22,OPERATIONAL,2026-05-23T18:25:38.928352
-1.81,-35.76,16.75,42.82,16.89,3.2,OPERATIONAL,2026-05-23T18:25:40.928352
-4.8,-34.64,15.22,42.95,16.46,3.11,OPERATIONAL,2026-05-23T18:25:42.928352
-7.78,-33.46,13.65,43.02,18.2,3.42,OPERATIONAL,2026-05-23T18:25:44.928352
-10.75,-32.23,12.02,43.12,18.78,3.56,OPERATIONAL,2026-05-23T18:25:46.928352
-13.68,-30.95,10.35,43.24,18.19,3.49,OPERATIONAL,2026-05-23T18:25:48.928352
-16.59,-29.62,8.64,43.35,19.11,3.82,OPERATIONAL,2026-05-23T18:25:50.928352
-19.45,-28.24,6.9,43.42,19.26,3.86,OPERATIONAL,2026-05-23T18:25:52.928352
-22.26,-26.82,5.14,88.3,12.51,2.43,WARNING,2026-05-23T18:25:54.928352
-25.02,-25.35,3.36,43.53,21.92,4.12,OPERATIONAL,2026-05-23T18:25:56.928352
-27.71,-23.84,1.56,92.11,12.32,2.46,WARNING,2026-05-23T18:25:58.928352
-30.34,-22.3,-0.23,43.68,22.93,4.4,OPERATIONAL,2026-05-23T18:26:00.928352
-32.89,-20.72,-2.03,43.76,22.83,4.24,OPERATIONAL,2026-05-23T18:26:02.928352
-35.35,-19.1,-3.82,43.81,23.44,4.32,OPERATIONAL,2026-05-23T18:26:04.928352
-37.73,-17.46,-5.6,43.94,23.05,4.3,OPERATIONAL,2026-05-23T18:26:06.928352
-40.02,-15.78,-7.36,44.08,21.69,4.21,OPERATIONAL,2026-05-23T18:26:08.928352
-42.2,-14.09,-9.09,44.2,23.36,4.52,OPERATIONAL,2026-05-23T18:26:10.928352
-44.28,-12.37,-10.79,86.83,11.85,2.32,WARNING,2026-05-23T18:26:12.928352
-46.25,-10.63,-12.45,44.28,22.78,4.38,OPERATIONAL,2026-05-23T18:26:14.928352
-48.1,-8.87,-14.06,44.35,22.5,4.45,OPERATIONAL,2026-05-23T18:26:16.928352
-49.83,-7.1,-15.62,44.49,21.0,3.99,OPERATIONAL,2026-05-23T18:26:18.928352
-51.44,-5.32,-17.13,44.56,22.32,4.25,OPERATIONAL,2026-05-23T18:26:20.928352
-52.92,-3.52,-18.58,44.7,21.92,4.19,OPERATIONAL,2026-05-23T18:26:22.928352
-54.27,-1.73,-19.96,44.81,22.45,4.15,OPERATIONAL,2026-05-23T18:26:24.928352
-55.48,0.07,-21.26,44.76,19.36,3.86,OPERATIONAL,2026-05-23T18:26:26.928352
-56.55,1.87,-22.49,44.69,20.01,3.86,OPERATIONAL,2026-05-23T18:26:28.928352
-57.48,3.67,-23.64,44.62,17.91,3.56,OPERATIONAL,2026-05-23T18:26:30.928352
-58.27,5.46,-24.71,44.76,20.0,3.97,OPERATIONAL,2026-05-23T18:26:32.928352
-58.91,7.24,-25.69,44.67,17.3,3.5,OPERATIONAL,2026-05-23T18:26:34.928352
-59.41,9.01,-26.57,44.57,15.76,3.09,OPERATIONAL,2026-05-23T18:26:36.928352
-5.9750000000000005,1.077,-2.736,52.35,37.05,9.59,FAILURE,2026-05-23T18:26:38.928352
-59.95,12.51,-28.05,44.45,17.14,3.4,OPERATIONAL,2026-05-23T18:26:40.928352
-60.0,14.22,-28.63,44.35,14.97,2.83,OPERATIONAL,2026-05-23T18:26:42.928352
